Node,Closeness_Centrality
4929,0.2520290715760301
2563,0.2520005655308921
5378,0.2519934400271447
2896,0.2519934400271447
5209,0.25198631492634377
9040,0.2519791902284551
2553,0.2519791902284551
6784,0.2519649420412779
4889,0.25195781855192106
8228,0.2519506954653398
9093,0.2519150860728722
8577,0.2518937252685133
4674,0.25188660580537575
537,0.25188660580537575
1602,0.2518794867446724
1084,0.25187236808636915
2384,0.25187236808636915
4110,0.25186524983043185
3136,0.25186524983043185
2697,0.2518581319768263
3590,0.25185101452551856
122,0.2518438974764744
8218,0.2518296645850405
5921,0.25180120362783603
471,0.25175141242937854
477,0.25175141242937854
8593,0.25173718998926614
4626,0.25172296915602754
4146,0.2517158593419009
1613,0.2517158593419009
2948,0.2517158593419009
8992,0.2517016409184625
774,0.251673208889893
4133,0.2516661018863662
1137,0.2516234682929584
1441,0.2516234682929584
1037,0.2516092603049125
2648,0.251602156912566
2693,0.25158084914182477
2075,0.25157374735356386
3009,0.25155954497981764
5716,0.25154534420954583
2440,0.2515311450424769
3096,0.2515169474783394
4175,0.25150275151686186
8368,0.2514956541370358
1304,0.25146017324567593
282,0.2514530782687207
2939,0.25141760938866475
5394,0.2513963328631876
914,0.2513963328631876
1379,0.25138924148825137
5130,0.25133961306334257
2089,0.25131834973633005
665,0.2512758338737418
2185,0.25126874929513926
